Identificador do processo de viagem ,Sequência Trecho,Origem - Data,Origem - País,Origem - UF,Origem - Cidade,Destino - Data,Destino - País,Destino - UF,Destino - Cidade,Meio de transporte,Número Diárias,Missao?
13227273,2,20170214,Brasil,Paraná,Curitiba,20170214,Brasil,Santa Catarina,Florianópolis,Aéreo,0.00,"Não
"
13227273,1,20170212,Brasil,Santa Catarina,Florianópolis,20170214,Brasil,Paraná,Curitiba,Aéreo,0.00,"Sim
"
13227345,2,20170224,Brasil,Paraná,Curitiba,20170225,Brasil,Paraná,Foz do Iguaçu,Aéreo,0.00,"Não
"
13227345,1,20170222,Brasil,Paraná,Foz do Iguaçu,20170224,Brasil,Paraná,Curitiba,Aéreo,0.00,"Sim
"
13228948,1,20170204,Brasil,Minas Gerais,Juiz de Fora,20170204,Brasil,Rio de Janeiro,Rio de Janeiro,Veículo Oficial,0.00,"Não
"
13228948,3,20170208,Egito,,Cairo,20170209,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13228948,4,20170209,Brasil,Rio de Janeiro,Rio de Janeiro,20170209,Brasil,Minas Gerais,Juiz de Fora,Veículo Oficial,0.00,"Não
"
13228948,2,20170204,Brasil,Rio de Janeiro,Rio de Janeiro,20170208,Egito,,Cairo,Aéreo,0.00,"Sim
"
13303425,2,20170319,Brasil,Minas Gerais,Belo Horizonte,20170319,Chile,,Santiago,Aéreo,0.00,"Não
"
13303425,1,20170304,Chile,,Santiago,20170319,Brasil,Minas Gerais,Belo Horizonte,Aéreo,7.00,"Sim
"
13311158,2,20170121,Cingapura,,Cingapura,20170121,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13311158,1,20170114,Brasil,Rio de Janeiro,Rio de Janeiro,20170121,Cingapura,,Cingapura,Aéreo,6.00,"Sim
"
13311484,3,20170217,Brasil,Bahia,Cruz das Almas,20170217,Brasil,Bahia,Salvador,Rodoviário,0.00,"Não
"
13311484,1,20170212,Brasil,São Paulo,Campinas,20170212,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13311484,2,20170212,Brasil,Bahia,Salvador,20170217,Brasil,Bahia,Cruz das Almas,Rodoviário,0.00,"Sim
"
13311484,4,20170217,Brasil,Bahia,Salvador,20170217,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13312420,1,20170223,Brasil,São Paulo,São Paulo,20170223,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13312420,2,20170223,Brasil,Minas Gerais,Belo Horizonte,20170223,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13313570,1,20170223,Brasil,São Paulo,São Paulo,20170225,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13313570,2,20170225,Brasil,Minas Gerais,Belo Horizonte,20170225,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13313636,1,20170210,Brasil,São Paulo,São Paulo,20170210,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13313636,2,20170210,Brasil,Minas Gerais,Belo Horizonte,20170210,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13313705,1,20170223,Brasil,Paraná,Curitiba,20170224,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13313705,2,20170224,Brasil,Minas Gerais,Belo Horizonte,20170224,Brasil,Paraná,Curitiba,Aéreo,0.00,"Não
"
13313860,1,20170220,Brasil,Minas Gerais,Belo Horizonte,20170220,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13313860,3,20170223,Brasil,Bahia,Cruz das Almas,20170223,Brasil,Bahia,Salvador,Veículo Oficial,0.00,"Não
"
13313860,2,20170220,Brasil,Bahia,Salvador,20170223,Brasil,Bahia,Cruz das Almas,Veículo Oficial,3.00,"Sim
"
13313860,4,20170223,Brasil,Bahia,Salvador,20170223,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13316329,2,20170225,Brasil,Minas Gerais,Belo Horizonte,20170225,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13316329,1,20170223,Brasil,Rio de Janeiro,Rio de Janeiro,20170225,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13318145,3,20170120,Brasil,São Paulo,Campinas,20170120,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13318145,4,20170120,Brasil,Bahia,Salvador,20170120,Brasil,Bahia,Cruz das Almas,Veículo Próprio,0.00,"Não
"
13318145,1,20170115,Brasil,Bahia,Cruz das Almas,20170115,Brasil,Bahia,Salvador,Veículo Próprio,0.00,"Não
"
13318145,2,20170115,Brasil,Bahia,Salvador,20170120,Brasil,São Paulo,Campinas,Aéreo,0.00,"Sim
"
13318424,3,20170223,Brasil,Bahia,Cruz das Almas,20170223,Brasil,Bahia,Salvador,Veículo Oficial,0.00,"Não
"
13318424,2,20170221,Brasil,Bahia,Salvador,20170223,Brasil,Bahia,Cruz das Almas,Veículo Oficial,2.00,"Sim
"
13318424,1,20170221,Brasil,Distrito Federal,Brasília,20170221,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13318424,4,20170223,Brasil,Bahia,Salvador,20170223,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13321275,1,20170314,Brasil,Minas Gerais,Diamantina,20170314,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13321275,4,20170316,Brasil,Minas Gerais,Confins,20170316,Brasil,Minas Gerais,Diamantina,Veículo Próprio,0.00,"Não
"
13321275,2,20170314,Brasil,Minas Gerais,Confins,20170316,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13321275,3,20170316,Brasil,Distrito Federal,Brasília,20170316,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13323265,2,20170109,Estados Unidos da América,,Honolulu,20170111,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13323265,1,20170103,Brasil,Distrito Federal,Brasília,20170109,Estados Unidos da América,,Honolulu,Aéreo,0.00,"Sim
"
13324025,2,20170104,Brasil,Paraíba,João Pessoa,20170107,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13324025,4,20170107,Brasil,Paraíba,João Pessoa,20170107,Brasil,Paraíba,Sumé,Veículo Próprio,0.00,"Não
"
13324025,3,20170107,Brasil,Rio de Janeiro,Rio de Janeiro,20170107,Brasil,Paraíba,João Pessoa,Aéreo,0.00,"Não
"
13324025,1,20170104,Brasil,Paraíba,Sumé,20170104,Brasil,Paraíba,João Pessoa,Veículo Próprio,0.00,"Não
"
13324521,1,20170205,Brasil,Pernambuco,Recife,20170210,Brasil,Sergipe,Aracaju,Aéreo,5.00,"Sim
"
13324521,2,20170210,Brasil,Sergipe,Aracaju,20170210,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13324642,2,20170210,Brasil,Sergipe,Aracaju,20170210,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13324642,1,20170205,Brasil,Rio de Janeiro,Rio de Janeiro,20170210,Brasil,Sergipe,Aracaju,Aéreo,5.00,"Sim
"
13324696,1,20170113,Brasil,Roraima,Boa Vista,20170119,Brasil,Paraná,Foz do Iguaçu,Aéreo,0.00,"Sim
"
13324696,2,20170119,Brasil,Paraná,Foz do Iguaçu,20170119,Brasil,Roraima,Boa Vista,Aéreo,0.00,"Não
"
13363388,1,20170219,Brasil,São Paulo,São Paulo,20170223,Brasil,Sergipe,Aracaju,Aéreo,4.00,"Sim
"
13363388,2,20170223,Brasil,Sergipe,Aracaju,20170223,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13363610,1,20170315,Brasil,Rio Grande do Sul,Porto Alegre,20170317,Brasil,Sergipe,Aracaju,Aéreo,2.00,"Sim
"
13363610,2,20170317,Brasil,Sergipe,Aracaju,20170317,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13363882,1,20170112,Brasil,Distrito Federal,Brasília,20170118,Reino Unido,,Londres,Aéreo,0.00,"Sim
"
13363907,1,20170112,Brasil,Distrito Federal,Brasília,20170118,Reino Unido,,Londres,Aéreo,0.00,"Não
"
13369934,2,20170122,Brasil,Piauí,Teresina,20170128,Brasil,São Paulo,Campinas,Aéreo,6.00,"Sim
"
13369934,3,20170128,Brasil,São Paulo,Campinas,20170128,Brasil,Piauí,Teresina,Aéreo,0.00,"Não
"
13369934,4,20170128,Brasil,Piauí,Teresina,20170128,Brasil,Maranhão,Santa Inês,Rodoviário,0.00,"Não
"
13369934,1,20170122,Brasil,Maranhão,Santa Inês,20170122,Brasil,Piauí,Teresina,Rodoviário,0.00,"Não
"
13370837,2,20170128,Estados Unidos da América,,Nova York,20170129,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13370837,1,20170114,Brasil,Distrito Federal,Brasília,20170128,Estados Unidos da América,,Nova York,Aéreo,13.00,"Sim
"
13377973,2,20170115,Estados Unidos da América,,Dallas,20170116,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13377973,1,20170107,Brasil,São Paulo,Guarulhos,20170115,Estados Unidos da América,,Dallas,Aéreo,0.00,"Sim
"
13378707,4,20170204,Brasil,Paraná,Foz do Iguaçu,20170204,Brasil,Paraná,Palotina,Veículo Próprio,0.00,"Não
"
13378707,3,20170204,Brasil,Bahia,Porto Seguro,20170204,Brasil,Paraná,Foz do Iguaçu,Aéreo,0.00,"Não
"
13378707,1,20170128,Brasil,Paraná,Palotina,20170128,Brasil,Paraná,Foz do Iguaçu,Veículo Próprio,0.00,"Não
"
13378707,2,20170128,Brasil,Paraná,Foz do Iguaçu,20170204,Brasil,Bahia,Porto Seguro,Aéreo,0.00,"Sim
"
13378931,1,20170307,Brasil,Sergipe,Aracaju,20170310,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,3.00,"Sim
"
13378931,2,20170310,Brasil,Rio de Janeiro,Rio de Janeiro,20170311,Brasil,Sergipe,Aracaju,Aéreo,1.00,"Não
"
13378932,1,20170307,Brasil,Sergipe,Aracaju,20170311,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,4.00,"Sim
"
13378932,2,20170311,Brasil,Rio de Janeiro,Rio de Janeiro,20170311,Brasil,Sergipe,Aracaju,Aéreo,0.00,"Não
"
13383421,1,20170103,Estados Unidos da América,,Washington,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13383464,1,20170108,Estados Unidos da América,,Washington,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13383509,1,20170108,Estados Unidos da América,,Washington,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13383514,1,20170108,Estados Unidos da América,,Washington,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13387405,1,20170309,Brasil,São Paulo,Campinas,20170310,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13387405,2,20170310,Brasil,Rio de Janeiro,Rio de Janeiro,20170310,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13388968,1,20170124,Brasil,Distrito Federal,Brasília,20170128,Estados Unidos da América,,Nova York,Aéreo,0.00,"Sim
"
13389012,1,20170124,Brasil,Distrito Federal,Brasília,20170128,Estados Unidos da América,,Nova York,Aéreo,0.00,"Não
"
13391397,1,20170309,Brasil,São Paulo,Campinas,20170310,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13391397,2,20170310,Brasil,Rio de Janeiro,Rio de Janeiro,20170310,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13393656,1,20170116,Brasil,Distrito Federal,Brasília,20170206,Brasil,Tocantins,Palmas,Aéreo,21.00,"Sim
"
13393656,2,20170206,Brasil,Tocantins,Palmas,20170206,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13394126,2,20170223,Brasil,Rio de Janeiro,Rio de Janeiro,20170223,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13394126,1,20170212,Brasil,Bahia,Salvador,20170223,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13394292,1,20170327,Brasil,Espírito Santo,Vitória,20170327,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13394292,2,20170327,Brasil,Rio de Janeiro,Rio de Janeiro,20170327,Brasil,Espírito Santo,Vitória,Aéreo,0.00,"Não
"
13394658,2,20170819,Peru,,Lima,20170820,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13394658,1,20170815,Brasil,Rio de Janeiro,Rio de Janeiro,20170819,Peru,,Lima,Aéreo,0.00,"Sim
"
13395118,1,20170215,Brasil,Rio Grande do Sul,Porto Alegre,20170216,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13395118,2,20170216,Brasil,Rio de Janeiro,Rio de Janeiro,20170216,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13396092,1,20170313,Brasil,Minas Gerais,Belo Horizonte,20170313,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13396092,2,20170313,Brasil,Rio de Janeiro,Rio de Janeiro,20170313,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13396137,1,20170215,Brasil,Roraima,Boa Vista,20170216,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13396137,2,20170216,Brasil,Rio de Janeiro,Rio de Janeiro,20170217,Brasil,Roraima,Boa Vista,Aéreo,0.00,"Não
"
13396153,1,20170305,Brasil,São Paulo,Campinas,20170306,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13396153,2,20170306,Brasil,Rio de Janeiro,Rio de Janeiro,20170306,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13396156,1,20170220,Brasil,Goiás,Goiânia,20170221,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13396156,2,20170221,Brasil,Rio de Janeiro,Rio de Janeiro,20170221,Brasil,Goiás,Goiânia,Aéreo,0.00,"Não
"
13396222,2,20170221,Brasil,Paraná,Curitiba,20170221,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13396222,1,20170217,Brasil,Pernambuco,Recife,20170221,Brasil,Paraná,Curitiba,Aéreo,0.00,"Sim
"
13396227,2,20170201,Brasil,Paraná,Foz do Iguaçu,20170204,Brasil,Paraná,Palotina,Rodoviário,0.00,"Sim
"
13396227,4,20170204,Brasil,Paraná,Foz do Iguaçu,20170204,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Não
"
13396227,1,20170201,Brasil,Rio Grande do Sul,Pelotas,20170201,Brasil,Paraná,Foz do Iguaçu,Aéreo,0.00,"Não
"
13396227,3,20170204,Brasil,Paraná,Palotina,20170204,Brasil,Paraná,Foz do Iguaçu,Rodoviário,0.00,"Não
"
13396256,1,20170216,Brasil,Rio Grande do Sul,Santa Maria,20170217,Brasil,Paraná,Curitiba,Aéreo,0.00,"Sim
"
13396256,2,20170217,Brasil,Paraná,Curitiba,20170217,Brasil,Rio Grande do Sul,Santa Maria,Aéreo,0.00,"Não
"
13396310,2,20170201,Brasil,Paraná,Curitiba,20170201,Brasil,São Paulo,Presidente Prudente,Aéreo,0.00,"Não
"
13396310,1,20170201,Brasil,São Paulo,Presidente Prudente,20170201,Brasil,Paraná,Curitiba,Aéreo,0.00,"Sim
"
13396332,1,20170212,Brasil,Rio Grande do Sul,Porto Alegre,20170215,Brasil,Paraná,Curitiba,Aéreo,0.00,"Sim
"
13396332,2,20170215,Brasil,Paraná,Curitiba,20170215,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13397187,4,20170324,Chipre,,Limassol,20170324,Chipre,,Larnaca,Aéreo,0.00,"Não
"
13397187,3,20170321,Chipre,,Limassol,20170324,Chipre,,Limassol,Inválido,0.00,"Sim
"
13397187,2,20170321,Chipre,,Larnaca,20170321,Chipre,,Limassol,Aéreo,0.00,"Não
"
13397187,5,20170324,Chipre,,Larnaca,20170325,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13397187,1,20170319,Brasil,Rio de Janeiro,Rio de Janeiro,20170321,Chipre,,Larnaca,Aéreo,0.00,"Não
"
13399127,2,20170119,Brasil,São Paulo,Campinas,20170205,Brasil,Tocantins,Palmas,Aéreo,0.00,"Sim
"
13399127,4,20170205,Brasil,São Paulo,Campinas,20170206,Brasil,Minas Gerais,Uberaba,Veículo Oficial,0.00,"Não
"
13399127,1,20170119,Brasil,Minas Gerais,Uberaba,20170119,Brasil,São Paulo,Campinas,Veículo Oficial,0.00,"Não
"
13399127,3,20170205,Brasil,Tocantins,Palmas,20170205,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13424462,1,20170219,Brasil,Rio Grande do Norte,Natal,20170223,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13424462,2,20170223,Brasil,Distrito Federal,Brasília,20170223,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Não
"
13424841,2,20170127,Brasil,São Paulo,São Paulo,20170129,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13424841,3,20170129,Brasil,Minas Gerais,Belo Horizonte,20170129,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13424841,1,20170127,Brasil,São Paulo,Mogi das Cruzes,20170127,Brasil,São Paulo,São Paulo,Rodoviário,0.00,"Não
"
13424841,4,20170129,Brasil,São Paulo,São Paulo,20170129,Brasil,São Paulo,Mogi das Cruzes,Rodoviário,0.00,"Não
"
13424886,2,20170127,Brasil,São Paulo,São Paulo,20170129,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13424886,3,20170129,Brasil,Minas Gerais,Belo Horizonte,20170129,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13424886,1,20170127,Brasil,São Paulo,Mogi das Cruzes,20170127,Brasil,São Paulo,São Paulo,Rodoviário,0.00,"Não
"
13424886,4,20170129,Brasil,São Paulo,São Paulo,20170129,Brasil,São Paulo,Mogi das Cruzes,Rodoviário,0.00,"Não
"
13425854,2,20170109,Brasil,Piauí,Teresina,20170109,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Não
"
13425854,1,20170108,Brasil,Rio Grande do Norte,Natal,20170109,Brasil,Piauí,Teresina,Aéreo,0.00,"Sim
"
13426949,1,20170307,Estados Unidos da América,,Baltimore - Maryland,20170311,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13426949,2,20170311,Brasil,Rio de Janeiro,Rio de Janeiro,20170312,Estados Unidos da América,,Baltimore - Maryland,Aéreo,0.00,"Não
"
13427462,2,20170128,Brasil,Minas Gerais,Belo Horizonte,20170128,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427462,1,20170127,Brasil,Distrito Federal,Brasília,20170128,Brasil,Minas Gerais,Belo Horizonte,Aéreo,1.00,"Sim
"
13427464,2,20170129,Brasil,Minas Gerais,Belo Horizonte,20170129,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427464,1,20170127,Brasil,Distrito Federal,Brasília,20170129,Brasil,Minas Gerais,Belo Horizonte,Aéreo,2.00,"Sim
"
13427465,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427465,1,20170127,Brasil,Distrito Federal,Brasília,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,3.00,"Sim
"
13427466,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427466,1,20170127,Brasil,Distrito Federal,Brasília,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,3.00,"Sim
"
13427468,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427468,1,20170127,Brasil,Distrito Federal,Brasília,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,3.00,"Sim
"
13427471,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427471,1,20170127,Brasil,Distrito Federal,Brasília,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,3.00,"Sim
"
13427472,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427472,1,20170127,Brasil,Distrito Federal,Brasília,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,3.00,"Sim
"
13427486,1,20170125,Reino Unido,,Londres,20170129,Reino Unido,,Glasgow,Aéreo,4.00,"Sim
"
13427486,2,20170129,Reino Unido,,Glasgow,20170129,Reino Unido,,Londres,Aéreo,0.00,"Não
"
13427525,1,20170509,Canadá,,Toronto,20170513,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13427525,2,20170513,Brasil,Rio de Janeiro,Rio de Janeiro,20170514,Canadá,,Toronto,Aéreo,0.00,"Não
"
13427556,1,20170109,Brasil,Rio Grande do Sul,Porto Alegre,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427583,1,20170109,Brasil,São Paulo,São José dos Campos,20170109,Brasil,São Paulo,Guarulhos,Veículo Oficial,0.00,"Não
"
13427583,3,20170110,Chile,,Punta Arenas,20170124,Chile,,Punta Arenas,Inválido,0.00,"Não
"
13427583,5,20170124,Brasil,São Paulo,Guarulhos,20170124,Brasil,São Paulo,São José dos Campos,Veículo Oficial,0.00,"Não
"
13427583,4,20170124,Chile,,Punta Arenas,20170124,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13427583,2,20170109,Brasil,São Paulo,Guarulhos,20170110,Chile,,Punta Arenas,Aéreo,0.00,"Sim
"
13427683,1,20170109,Brasil,Rio Grande do Sul,Porto Alegre,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13427845,2,20170129,Portugal,,Lisboa,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,1.00,"Não
"
13427845,1,20170121,Brasil,Minas Gerais,Belo Horizonte,20170129,Portugal,,Lisboa,Aéreo,7.00,"Sim
"
13429025,2,20170127,Brasil,São Paulo,São Paulo,20170129,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13429025,3,20170129,Brasil,Minas Gerais,Belo Horizonte,20170129,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13429025,1,20170127,Brasil,São Paulo,Mogi das Cruzes,20170127,Brasil,São Paulo,São Paulo,Rodoviário,0.00,"Não
"
13429025,4,20170129,Brasil,São Paulo,São Paulo,20170129,Brasil,São Paulo,Mogi das Cruzes,Rodoviário,0.00,"Não
"
13429075,1,20170102,Colômbia,,Letícia,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13429206,1,20170102,Colômbia,,Letícia,20170105,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429221,2,20170218,Brasil,Distrito Federal,Brasília,20170218,Brasil,Bahia,Vitória da Conquista,Aéreo,0.00,"Não
"
13429221,1,20170115,Brasil,Bahia,Vitória da Conquista,20170218,Brasil,Distrito Federal,Brasília,Aéreo,34.00,"Sim
"
13429244,1,20170102,Colômbia,,Letícia,20170105,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429249,1,20170102,Colômbia,,Letícia,20170105,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429254,1,20170102,Colômbia,,Letícia,20170105,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429320,2,20170129,Brasil,Minas Gerais,Belo Horizonte,20170129,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429320,1,20170128,Brasil,Distrito Federal,Brasília,20170129,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13429321,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Goiás,Goiânia,Aéreo,0.00,"Não
"
13429321,1,20170127,Brasil,Goiás,Goiânia,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13429322,2,20170130,Brasil,Minas Gerais,Belo Horizonte,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429322,1,20170128,Brasil,Distrito Federal,Brasília,20170130,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13429720,1,20170102,Paraguai,,Assunção,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13429730,1,20170102,Paraguai,,Assunção,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13429736,1,20170102,Paraguai,,Assunção,20170105,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13429750,1,20170102,Paraguai,,Assunção,20170105,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13430928,2,20170210,Brasil,Pernambuco,Recife,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13430928,1,20170129,Brasil,Distrito Federal,Brasília,20170210,Brasil,Pernambuco,Recife,Aéreo,6.00,"Sim
"
13431190,2,20170208,Brasil,Pernambuco,Recife,20170208,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13431190,1,20170129,Brasil,Distrito Federal,Brasília,20170208,Brasil,Pernambuco,Recife,Aéreo,5.00,"Sim
"
13431603,1,20170120,Brasil,Rondônia,Porto Velho,20170122,Brasil,Tocantins,Palmas,Aéreo,2.00,"Sim
"
13431603,2,20170122,Brasil,Tocantins,Palmas,20170123,Brasil,Rondônia,Porto Velho,Aéreo,1.00,"Não
"
13431657,1,20170120,Brasil,Distrito Federal,Brasília,20170123,Brasil,Tocantins,Palmas,Aéreo,3.00,"Sim
"
13431657,2,20170123,Brasil,Tocantins,Palmas,20170123,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13431658,1,20170120,Brasil,Distrito Federal,Brasília,20170122,Brasil,Tocantins,Palmas,Aéreo,2.00,"Sim
"
13431658,2,20170122,Brasil,Tocantins,Palmas,20170122,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13432887,1,20170106,Irlanda,,Dublin,20170111,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13432917,1,20170106,Irlanda,,Dublin,20170110,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13432964,1,20170106,Irlanda,,Dublin,20170110,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13432967,1,20170106,Irlanda,,Dublin,20170110,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13433292,1,20170104,Estados Unidos da América,,Chicago,20170109,México,,Cidade do México,Aéreo,0.00,"Sim
"
13433395,1,20170112,Estados Unidos da América,,Chicago,20170116,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13433428,1,20170112,Estados Unidos da América,,Chicago,20170116,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13433498,1,20170110,Brasil,Distrito Federal,Brasília,20170114,Armênia,,Iereván,Aéreo,0.00,"Sim
"
13433511,3,20170111,Brasil,Pará,Belém,20170112,Brasil,Amapá,Macapá,Aéreo,1.00,"Sim
"
13433511,4,20170112,Brasil,Amapá,Macapá,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
